code,source,window_months,n_with_code,prev_initiators,prev_non_initiators,odds_ratio,fisher_p,mw_p,fisher_p_adj,description,category
96127,px,6,27,0.043478260869565216,0.03363914373088685,1.3057851239669422,0.5825483784220049,0.5977781463265095,1.0,Brief Emotional/Behav Assmt,procedure
J2405,px,12,64,0.09565217391304348,0.08103975535168195,1.1993831640058055,0.5841660491738816,0.5569594682066241,1.0,Ondansetron Hcl Injection,supply/service
J449,dx,6,64,0.09565217391304348,0.08103975535168195,1.1993831640058055,0.5841660491738816,0.6124605520621682,1.0,"Chronic Obstructive Pulmonary Disease, Unspecified",diagnosis
I517,dx,12,241,0.28695652173913044,0.3180428134556575,0.8629221388367729,0.5858893997410166,0.6545534917945204,1.0,Cardiomegaly,diagnosis
I2510,dx,12,238,0.33043478260869563,0.3058103975535168,1.1202597402597403,0.5865260720511015,0.6351686258883532,1.0,Athscl Heart Disease Of Native Coronary Artery W/O Ang Pctrs,diagnosis
A0427,px,12,65,0.09565217391304348,0.08256880733944955,1.1752136752136753,0.5896124195733035,0.65742337169268,1.0,Als1-Emergency,supply/service
Z1231,dx,6,65,0.09565217391304348,0.08256880733944955,1.1752136752136753,0.5896124195733035,0.6136500638740932,1.0,Encntr Screen Mammogram For Malignant Neoplasm Of Breast,diagnosis
93000,px,3,68,0.06956521739130435,0.09174311926605505,0.7401869158878505,0.5924495611940255,0.43606123758632487,1.0,Electrocardiogram Complete,procedure
83550,px,12,69,0.10434782608695652,0.0871559633027523,1.2202350536535513,0.5947488757388101,0.5599241143098861,1.0,Iron Binding Test,lab test
E039,dx,12,139,0.2,0.17737003058103976,1.1594827586206897,0.5990807667036134,0.6326885378317868,1.0,"Hypothyroidism, Unspecified",diagnosis
G0439,px,6,29,0.02608695652173913,0.039755351681957186,0.646978021978022,0.6037571990378306,0.47867679302392296,1.0,"Ppps, Subseq Visit",supply/service
D649,dx,3,29,0.02608695652173913,0.039755351681957186,0.646978021978022,0.6037571990378306,0.4761320515111951,1.0,"Anemia, Unspecified",diagnosis
I420,dx,12,30,0.02608695652173913,0.04128440366972477,0.6220238095238095,0.6037957815890442,0.4383139613628735,1.0,Dilated Cardiomyopathy,diagnosis
82565,px,6,30,0.02608695652173913,0.04128440366972477,0.6220238095238095,0.6037957815890442,0.4383139613628735,1.0,Assay Of Creatinine,lab test
M810,dx,6,30,0.02608695652173913,0.04128440366972477,0.6220238095238095,0.6037957815890442,0.4371235606561378,1.0,Age-Related Osteoporosis W/O Current Pathological Fracture,diagnosis
R0789,dx,3,31,0.02608695652173913,0.04281345565749235,0.5988520408163265,0.6060056202688295,0.4116128492833443,1.0,Other Chest Pain,diagnosis
I428,dx,6,31,0.02608695652173913,0.04281345565749235,0.5988520408163265,0.6060056202688295,0.3999173467284912,1.0,Other Cardiomyopathies,diagnosis
R002,dx,12,148,0.20869565217391303,0.18960244648318042,1.1272598369372564,0.6100165700007727,0.672627348912442,1.0,Palpitations,diagnosis
I110,dx,6,77,0.11304347826086956,0.09785932721712538,1.1749387254901962,0.613918178371851,0.6377267553353567,1.0,Hypertensive Heart Disease With Heart Failure,diagnosis
80069,px,12,33,0.05217391304347826,0.04128440366972477,1.2782874617737003,0.6162481745543641,0.5958373970124815,1.0,Renal Function Panel,lab test
Z1231,dx,3,34,0.05217391304347826,0.04281345565749235,1.2306684141546527,0.6239067359994025,0.6531566065020711,1.0,Encntr Screen Mammogram For Malignant Neoplasm Of Breast,diagnosis
82728,px,12,84,0.12173913043478261,0.10703363914373089,1.1564356435643564,0.6278767135231293,0.6500919786316279,1.0,Assay Of Ferritin,lab test
E782,dx,6,173,0.24347826086956523,0.2217125382262997,1.1297661514070552,0.6284628171076545,0.5805845463259809,1.0,Mixed Hyperlipidemia,diagnosis
I340,dx,12,177,0.20869565217391303,0.23394495412844038,0.8636069812540401,0.6312843233720995,0.5155439724937031,1.0,Nonrheumatic Mitral (Valve) Insufficiency,diagnosis
I351,dx,6,35,0.05217391304347826,0.04434250764525994,1.1863334387851945,0.6329980472888761,0.710851132593894,1.0,Nonrheumatic Aortic (Valve) Insufficiency,diagnosis
99214,px,12,180,0.25217391304347825,0.2308868501529052,1.1232866163560757,0.6334510740052066,0.6229574802494557,1.0,Office O/P Est Mod 30-39 Min,office visit
Celecoxib,rx,12,36,0.034782608695652174,0.04892966360856269,0.7004504504504504,0.6369006743636383,0.5052850119443697,1.0,Celecoxib,medication
99284,px,3,36,0.034782608695652174,0.04892966360856269,0.7004504504504504,0.6369006743636383,0.5052850119443697,1.0,Emergency Dept Visit Mod Mdm,office visit
G0378,px,6,37,0.034782608695652174,0.05045871559633028,0.6781326781326781,0.6374016436114166,0.46798901268167425,1.0,Hospital Observation Per Hr,supply/service
Omeprazole,rx,12,37,0.034782608695652174,0.05045871559633028,0.6781326781326781,0.6374016436114166,0.46649791245509187,1.0,Omeprazole,medication
Z95810,dx,12,188,0.2608695652173913,0.2415902140672783,1.1079672375279226,0.6397874511834113,0.6041571072900206,1.0,Presence Of Automatic (Implantable) Cardiac Defibrillator,diagnosis
G0008,px,12,39,0.06086956521739131,0.04892966360856269,1.259837962962963,0.6432186265985116,0.5940359750500852,1.0,Admin Influenza Virus Vac,supply/service
G8427,px,12,39,0.06086956521739131,0.04892966360856269,1.259837962962963,0.6432186265985116,0.5911247543550026,1.0,Docrev Cur Meds By Elig Clin,supply/service
J449,dx,3,39,0.06086956521739131,0.04892966360856269,1.259837962962963,0.6432186265985116,0.5940359750500852,1.0,"Chronic Obstructive Pulmonary Disease, Unspecified",diagnosis
93295,px,12,96,0.1391304347826087,0.12232415902140673,1.1595959595959595,0.646063674079705,0.5980547036234412,1.0,Dev Interrog Remote 1/2/Mlt,procedure
71275,px,12,40,0.06086956521739131,0.05045871559633028,1.2196969696969697,0.6483013073918513,0.6325694446476415,1.0,Ct Angiography Chest,imaging
Prednisone,rx,3,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6535162580365954,1.0,Prednisone,medication
M25512,dx,12,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6535162580365954,1.0,Pain In Left Shoulder,diagnosis
99231,px,3,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6535162580365954,1.0,Sbsq Hosp Ip/Obs Sf/Low 25,office visit
Z98890,dx,6,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6551931608862751,1.0,Other Specified Postprocedural States,diagnosis
Ezetimibe,rx,12,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6535162580365954,1.0,Ezetimibe,medication
M1711,dx,3,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6535162580365954,1.0,"Primary Osteoarthritis, Right Knee",diagnosis
J2785,px,6,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6535162580365954,1.0,Regadenoson Injection,supply/service
85379,px,6,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6535162580365954,1.0,Fibrin Degradation Quant,lab test
C1894,px,3,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6535162580365954,1.0,"Intro/Sheath, Non-Laser",supply/service
J3490,px,3,10,0.017391304347826087,0.012232415902140673,1.4292035398230087,0.6507447310233979,0.6535162580365954,1.0,Drugs Unclassified Injection,supply/service
93005,px,12,98,0.1391304347826087,0.12538226299694188,1.127371273712737,0.6513150149299483,0.7120963306814012,1.0,Electrocardiogram Tracing,procedure
Z95810,dx,6,98,0.1391304347826087,0.12538226299694188,1.127371273712737,0.6513150149299483,0.6139756284722425,1.0,Presence Of Automatic (Implantable) Cardiac Defibrillator,diagnosis
J441,dx,12,41,0.06086956521739131,0.05198776758409786,1.181917211328976,0.6546637359393174,0.7055717101276701,1.0,Chronic Obstructive Pulmonary Disease W (Acute) Exacerbation,diagnosis
E669,dx,6,105,0.14782608695652175,0.1345565749235474,1.1157235621521335,0.6612747423683463,0.7098264879949766,1.0,"Obesity, Unspecified",diagnosis
92014,px,6,42,0.06086956521739131,0.053516819571865444,1.1462962962962964,0.6621723700595641,0.7526399258791363,1.0,Eye Exam&Tx Estab Pt 1/>Vst,procedure
J1885,px,12,42,0.06086956521739131,0.053516819571865444,1.1462962962962964,0.6621723700595641,0.7495597200487542,1.0,Ketorolac Tromethamine Inj,supply/service
J2250,px,6,42,0.06086956521739131,0.053516819571865444,1.1462962962962964,0.6621723700595641,0.7526399258791363,1.0,Inj Midazolam Hydrochloride,supply/service
R002,dx,3,42,0.06086956521739131,0.053516819571865444,1.1462962962962964,0.6621723700595641,0.755723425567306,1.0,Palpitations,diagnosis
E039,dx,3,43,0.043478260869565216,0.0581039755351682,0.7368421052631579,0.6625493704848997,0.52593725797739,1.0,"Hypothyroidism, Unspecified",diagnosis
Ibuprofen,rx,12,44,0.043478260869565216,0.05963302752293578,0.7167832167832168,0.6633345522069061,0.4868882055812245,1.0,Ibuprofen,medication
99212,px,6,46,0.06956521739130435,0.0581039755351682,1.2120019675356615,0.6687312497642829,0.6428376505417241,1.0,Office O/P Est Sf 10-19 Min,office visit
I5022,dx,12,46,0.06956521739130435,0.0581039755351682,1.2120019675356615,0.6687312497642829,0.6364733524126982,1.0,Chronic Systolic (Congestive) Heart Failure,diagnosis
99205,px,6,47,0.06956521739130435,0.05963302752293578,1.1790079079798705,0.6731761599560468,0.66996378711804,1.0,Office O/P New Hi 60-74 Min,office visit
90662,px,6,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,Iiv No Prsv Increased Ag Im,procedure
M79674,dx,12,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,Pain In Right Toe(S),diagnosis
Potassium Chloride,rx,6,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7650972098638738,1.0,Potassium Chloride,medication
Polyethylene Glycol 3350,rx,6,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7650972098638738,1.0,Polyethylene Glycol 3350,medication
Z961,dx,12,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,Presence Of Intraocular Lens,diagnosis
81002,px,3,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,Urinalysis Nonauto W/O Scope,lab test
I6523,dx,12,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,Occlusion And Stenosis Of Bilateral Carotid Arteries,diagnosis
F32A,dx,12,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,"Depression, Unspecified",diagnosis
Hydroxyzine Hydrochloride,rx,12,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,Hydroxyzine Hydrochloride,medication
F339,dx,3,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7650972098638738,1.0,"Major Depressive Disorder, Recurrent, Unspecified",diagnosis
M7989,dx,12,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,Other Specified Soft Tissue Disorders,diagnosis
M79671,dx,12,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,Pain In Right Foot,diagnosis
N1831,dx,12,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,"Chronic Kidney Disease, Stage 3A",diagnosis
I130,dx,12,11,0.017391304347826087,0.013761467889908258,1.2684365781710913,0.6735222485653503,0.7634069480450045,1.0,Hyp Hrt & Chr Kdny Dis W Hrt Fail And Stg 1-4/Unsp Chr Kdny,diagnosis
99284,px,12,118,0.16521739130434782,0.15137614678899083,1.1095328282828283,0.6757118531188735,0.7194909219151697,1.0,Emergency Dept Visit Mod Mdm,office visit
82043,px,6,48,0.06956521739130435,0.06116207951070336,1.1476635514018692,0.6786631756822754,0.7383521741445503,1.0,Ur Albumin Quantitative,lab test
R0602,dx,6,124,0.17391304347826086,0.15902140672782875,1.1133603238866396,0.6809630083795568,0.6990439007668505,1.0,Shortness Of Breath,diagnosis
M545,dx,12,50,0.05217391304347826,0.0672782874617737,0.7631359466221852,0.6831446311610552,0.5368416082693237,1.0,Low Back Pain,diagnosis
93283,px,12,49,0.05217391304347826,0.06574923547400612,0.7821634307659484,0.6832948226929619,0.5809762308345824,1.0,Prgrmg Eval Implantable Dfb,procedure
93325,px,6,53,0.0782608695652174,0.0672782874617737,1.1771012006861064,0.6891977612009038,0.6657305731452202,1.0,Doppler Color Flow Add-On,procedure
82306,px,12,135,0.1565217391304348,0.17889908256880735,0.8517049960348929,0.6899827501516014,0.5552173528712179,1.0,Vitamin D 25 Hydroxy,lab test
E876,dx,12,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,Hypokalemia,diagnosis
J209,dx,3,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,"Acute Bronchitis, Unspecified",diagnosis
M545,dx,3,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,Low Back Pain,diagnosis
N1832,dx,12,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,"Chronic Kidney Disease, Stage 3B",diagnosis
D225,dx,12,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,Melanocytic Nevi Of Trunk,diagnosis
E660,dx,3,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,Obesity Due To Excess Calories,diagnosis
73030,px,3,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,X-Ray Exam Of Shoulder,imaging
Azithromycin,rx,6,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,Azithromycin,medication
J9811,dx,12,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,Atelectasis,diagnosis
Albuterol Sulfate,rx,3,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8711373678044142,1.0,Albuterol Sulfate,medication
71275,px,3,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,Ct Angiography Chest,imaging
M25562,dx,6,12,0.017391304347826087,0.01529051987767584,1.1398230088495576,0.6974070444846516,0.8677967644586579,1.0,Pain In Left Knee,diagnosis
I5032,dx,6,55,0.0782608695652174,0.07033639143730887,1.122231337161608,0.6980452160303942,0.7686032211367152,1.0,Chronic Diastolic (Congestive) Heart Failure,diagnosis
Metformin Hydrochloride,rx,12,55,0.0782608695652174,0.07033639143730887,1.122231337161608,0.6980452160303942,0.757748523472658,1.0,Metformin Hydrochloride,medication
I429,dx,12,146,0.17391304347826086,0.1926605504587156,0.8822055137844611,0.7001660301777493,0.6691031081495863,1.0,"Cardiomyopathy, Unspecified",diagnosis
G4700,dx,12,58,0.06086956521739131,0.0779816513761468,0.7663398692810458,0.7012344858095576,0.5297836579905495,1.0,"Insomnia, Unspecified",diagnosis
97110,px,12,59,0.08695652173913043,0.07492354740061162,1.1758989310009718,0.7032279936003574,0.6625393778456763,1.0,Therapeutic Exercises,procedure
M549,dx,12,13,0.008695652173913044,0.01834862385321101,0.4692982456140351,0.703802668379296,0.4599030606664134,1.0,"Dorsalgia, Unspecified",diagnosis
43239,px,12,13,0.008695652173913044,0.01834862385321101,0.4692982456140351,0.703802668379296,0.4599030606664134,1.0,Egd Biopsy Single/Multiple,procedure
K5730,dx,3,13,0.008695652173913044,0.01834862385321101,0.4692982456140351,0.703802668379296,0.4599030606664134,1.0,Dvrtclos Of Lg Int W/O Perforation Or Abscess W/O Bleeding,diagnosis
J441,dx,3,13,0.008695652173913044,0.01834862385321101,0.4692982456140351,0.703802668379296,0.4599030606664134,1.0,Chronic Obstructive Pulmonary Disease W (Acute) Exacerbation,diagnosis
M169,dx,3,13,0.008695652173913044,0.01834862385321101,0.4692982456140351,0.703802668379296,0.4599030606664134,1.0,"Osteoarthritis Of Hip, Unspecified",diagnosis
I4710,dx,12,13,0.008695652173913044,0.01834862385321101,0.4692982456140351,0.703802668379296,0.4592889722683765,1.0,"Supraventricular Tachycardia, Unspecified",diagnosis
R112,dx,12,13,0.008695652173913044,0.01834862385321101,0.4692982456140351,0.703802668379296,0.4599030606664134,1.0,"Nausea With Vomiting, Unspecified",diagnosis
I421,dx,12,756,0.991304347826087,0.981651376146789,2.130841121495327,0.703802668379296,0.1764188425267571,1.0,Obstructive Hypertrophic Cardiomyopathy,diagnosis
E1122,dx,12,13,0.008695652173913044,0.01834862385321101,0.4692982456140351,0.703802668379296,0.4599030606664134,1.0,Type 2 Diabetes Mellitus W Diabetic Chronic Kidney Disease,diagnosis
Tamsulosin Hydrochloride,rx,12,14,0.008695652173913044,0.019877675840978593,0.432523616734143,0.70608814161711,0.4090149362382456,1.0,Tamsulosin Hydrochloride,medication
I5033,dx,12,14,0.008695652173913044,0.019877675840978593,0.432523616734143,0.70608814161711,0.4090149362382456,1.0,Acute On Chronic Diastolic (Congestive) Heart Failure,diagnosis
M255,dx,3,14,0.008695652173913044,0.019877675840978593,0.432523616734143,0.70608814161711,0.4090149362382456,1.0,Pain In Joint,diagnosis
I420,dx,3,14,0.008695652173913044,0.019877675840978593,0.432523616734143,0.70608814161711,0.4090149362382456,1.0,Dilated Cardiomyopathy,diagnosis
R600,dx,12,14,0.008695652173913044,0.019877675840978593,0.432523616734143,0.70608814161711,0.4090149362382456,1.0,Localized Edema,diagnosis
83690,px,12,61,0.08695652173913043,0.0779816513761468,1.1260504201680672,0.7097185045892058,0.7542076014633738,1.0,Assay Of Lipase,lab test
K2900,dx,6,15,0.008695652173913044,0.021406727828746176,0.40100250626566414,0.7116279983466909,0.3636812460123514,1.0,Acute Gastritis Without Bleeding,diagnosis
97112,px,6,15,0.008695652173913044,0.021406727828746176,0.40100250626566414,0.7116279983466909,0.3641775162258032,1.0,Neuromuscular Reeducation,procedure
I351,dx,3,15,0.008695652173913044,0.021406727828746176,0.40100250626566414,0.7116279983466909,0.3641775162258032,1.0,Nonrheumatic Aortic (Valve) Insufficiency,diagnosis
M1712,dx,3,15,0.008695652173913044,0.021406727828746176,0.40100250626566414,0.7116279983466909,0.3641775162258032,1.0,"Primary Osteoarthritis, Left Knee",diagnosis
99222,px,3,15,0.008695652173913044,0.021406727828746176,0.40100250626566414,0.7116279983466909,0.3641775162258032,1.0,1St Hosp Ip/Obs Moderate 55,office visit
Duloxetine Hydrochloride,rx,6,15,0.008695652173913044,0.021406727828746176,0.40100250626566414,0.7116279983466909,0.3641775162258032,1.0,Duloxetine Hydrochloride,medication
Cyclobenzaprine Hydrochloride,rx,6,15,0.008695652173913044,0.021406727828746176,0.40100250626566414,0.7116279983466909,0.3641775162258032,1.0,Cyclobenzaprine Hydrochloride,medication
99285,px,6,66,0.09565217391304348,0.08409785932721713,1.1519230769230768,0.7175981547980201,0.6725781932364406,1.0,Emergency Dept Visit Hi Mdm,office visit
J2785,px,12,16,0.02608695652173913,0.019877675840978593,1.3207417582417582,0.719823489109858,0.6679131886213037,1.0,Regadenoson Injection,supply/service
82565,px,3,16,0.02608695652173913,0.019877675840978593,1.3207417582417582,0.719823489109858,0.6679131886213037,1.0,Assay Of Creatinine,lab test
93017,px,3,16,0.02608695652173913,0.019877675840978593,1.3207417582417582,0.719823489109858,0.6679131886213037,1.0,Cardiovascular Stress Test,procedure
Cephalexin,rx,12,16,0.02608695652173913,0.019877675840978593,1.3207417582417582,0.719823489109858,0.6679131886213037,1.0,Cephalexin,medication
Q9957,px,6,16,0.02608695652173913,0.019877675840978593,1.3207417582417582,0.719823489109858,0.669928325790029,1.0,"Inj Perflutren Lip Micros,Ml",supply/service
M7910,dx,3,16,0.02608695652173913,0.019877675840978593,1.3207417582417582,0.719823489109858,0.6679131886213037,1.0,"Myalgia, Unspecified Site",diagnosis
R0602,dx,3,67,0.09565217391304348,0.0856269113149847,1.1294642857142858,0.7202858590506076,0.7100557372314913,1.0,Shortness Of Breath,diagnosis
99204,px,12,191,0.2608695652173913,0.24617737003058104,1.0807453416149069,0.7266707968144788,0.7407725715394822,1.0,Office O/P New Mod 45-59 Min,office visit
97140,px,3,17,0.02608695652173913,0.021406727828746176,1.2244897959183674,0.7301177123962157,0.7537477856442756,1.0,Manual Therapy 1/> Regions,procedure
99211,px,12,17,0.02608695652173913,0.021406727828746176,1.2244897959183674,0.7301177123962157,0.7537477856442756,1.0,Office O/P Est Sf 5-9 Min,office visit
92250,px,6,17,0.02608695652173913,0.021406727828746176,1.2244897959183674,0.7301177123962157,0.7537477856442756,1.0,Eye Exam With Photos,procedure
Ondansetron,rx,12,17,0.02608695652173913,0.021406727828746176,1.2244897959183674,0.7301177123962157,0.7537477856442756,1.0,Ondansetron,medication
F17210,dx,12,17,0.02608695652173913,0.021406727828746176,1.2244897959183674,0.7301177123962157,0.7537477856442756,1.0,"Nicotine Dependence, Cigarettes, Uncomplicated",diagnosis
I119,dx,12,17,0.02608695652173913,0.021406727828746176,1.2244897959183674,0.7301177123962157,0.7557884913275374,1.0,Hypertensive Heart Disease Without Heart Failure,diagnosis
R531,dx,12,74,0.10434782608695652,0.09480122324159021,1.1124334481678673,0.7324593771316161,0.7779940633166803,1.0,Weakness,diagnosis
J3010,px,12,75,0.10434782608695652,0.0963302752293578,1.0929264909847434,0.7356269493841067,0.8062114075399132,1.0,Fentanyl Citrate Injection,supply/service
99284,px,6,77,0.08695652173913043,0.10244648318042814,0.8343994314143568,0.7367203942600835,0.6012620836051012,1.0,Emergency Dept Visit Mod Mdm,office visit
81003,px,12,79,0.11304347826086956,0.10091743119266056,1.1354723707664884,0.7386864918315962,0.6474763521741955,1.0,Urinalysis Auto W/O Scope,lab test
E559,dx,6,79,0.11304347826086956,0.10091743119266056,1.1354723707664884,0.7386864918315962,0.7312577696754,1.0,"Vitamin D Deficiency, Unspecified",diagnosis
G4733,dx,12,233,0.28695652173913044,0.3058103975535168,0.9135365853658537,0.7419245968224456,0.9463461063413985,1.0,Obstructive Sleep Apnea (Adult) (Pediatric),diagnosis
99152,px,3,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8374818432605403,1.0,Mod Sed Same Phys/Qhp 5/>Yrs,office visit
86850,px,6,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8273127471088776,1.0,Rbc Antibody Screen,lab test
G0008,px,3,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8374818432605403,1.0,Admin Influenza Virus Vac,supply/service
Montelukast Sodium,rx,6,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8395218139960269,1.0,Montelukast Sodium,medication
J3301,px,6,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8374818432605403,1.0,Triamcinolone Acet Inj Nos,supply/service
G4730,dx,12,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8374818432605403,1.0,"Sleep Apnea, Unspecified",diagnosis
F419,dx,3,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8374818432605403,1.0,"Anxiety Disorder, Unspecified",diagnosis
3075F,px,3,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8395218139960269,1.0,Syst Bp Ge 130 - 139Mm Hg,procedure
M25562,dx,12,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8374818432605403,1.0,Pain In Left Knee,diagnosis
82550,px,6,18,0.02608695652173913,0.022935779816513763,1.1410714285714285,0.7420058118335496,0.8374818432605403,1.0,Assay Of Ck (Cpk),lab test
84153,px,12,81,0.11304347826086956,0.10397553516819572,1.098327566320646,0.7430305304901719,0.7655110497062262,1.0,Assay Of Psa Total,lab test
B351,dx,12,83,0.09565217391304348,0.11009174311926606,0.8549679487179487,0.7457788115365079,0.6578840362351044,1.0,Tinea Unguium,diagnosis
E782,dx,3,87,0.12173913043478261,0.11162079510703364,1.1032144310321443,0.7499463632698916,0.7340771707449081,1.0,Mixed Hyperlipidemia,diagnosis
M5416,dx,3,20,0.017391304347826087,0.027522935779816515,0.6253687315634219,0.7539511922008868,0.5287290028052001,1.0,"Radiculopathy, Lumbar Region",diagnosis
Pantoprazole Sodium,rx,6,20,0.017391304347826087,0.027522935779816515,0.6253687315634219,0.7539511922008868,0.5298031619254697,1.0,Pantoprazole Sodium,medication
M1711,dx,6,20,0.017391304347826087,0.027522935779816515,0.6253687315634219,0.7539511922008868,0.5298031619254697,1.0,"Primary Osteoarthritis, Right Knee",diagnosis
99283,px,3,20,0.017391304347826087,0.027522935779816515,0.6253687315634219,0.7539511922008868,0.5298031619254697,1.0,Emergency Dept Visit Low Mdm,office visit
73030,px,6,19,0.017391304347826087,0.02599388379204893,0.6631962519521083,0.7541440204201648,0.5833252374857218,1.0,X-Ray Exam Of Shoulder,imaging
88305,px,12,91,0.10434782608695652,0.12079510703363915,0.8479783704067838,0.7542071091757494,0.6049118509902256,1.0,Tissue Exam By Pathologist,lab test
E782,dx,12,291,0.391304347826087,0.3761467889908257,1.0662020905923344,0.7555452153347398,0.6881812011698422,1.0,Mixed Hyperlipidemia,diagnosis
96375,px,6,21,0.017391304347826087,0.0290519877675841,0.5915230554261761,0.7558674601744,0.48000435460787605,1.0,Tx/Pro/Dx Inj New Drug Addon,procedure
R0609,dx,12,21,0.017391304347826087,0.0290519877675841,0.5915230554261761,0.7558674601744,0.47900996850881494,1.0,Other Forms Of Dyspnea,diagnosis
96374,px,3,21,0.017391304347826087,0.0290519877675841,0.5915230554261761,0.7558674601744,0.47900996850881494,1.0,Ther/Proph/Diag Inj Iv Push,procedure
84439,px,12,93,0.13043478260869565,0.11926605504587157,1.1076923076923078,0.7564186210917828,0.7162601019533129,1.0,Assay Of Free Thyroxine,lab test
93320,px,6,22,0.017391304347826087,0.03058103975535168,0.5610619469026549,0.7596466016577681,0.43378514655912603,1.0,Doppler Echo Exam Heart,procedure
97162,px,6,22,0.017391304347826087,0.03058103975535168,0.5610619469026549,0.7596466016577681,0.4347032852097662,1.0,Pt Eval Mod Complex 30 Min,procedure
J441,dx,6,22,0.017391304347826087,0.03058103975535168,0.5610619469026549,0.7596466016577681,0.43286736238250967,1.0,Chronic Obstructive Pulmonary Disease W (Acute) Exacerbation,diagnosis
Polyethylene Glycol 3350,rx,12,22,0.017391304347826087,0.03058103975535168,0.5610619469026549,0.7596466016577681,0.43286736238250967,1.0,Polyethylene Glycol 3350,medication
R059,dx,12,22,0.017391304347826087,0.03058103975535168,0.5610619469026549,0.7596466016577681,0.4347032852097662,1.0,"Cough, Unspecified",diagnosis
97161,px,6,22,0.017391304347826087,0.03058103975535168,0.5610619469026549,0.7596466016577681,0.43286736238250967,1.0,Pt Eval Low Complex 20 Min,procedure
97110,px,6,22,0.017391304347826087,0.03058103975535168,0.5610619469026549,0.7596466016577681,0.43378514655912603,1.0,Therapeutic Exercises,procedure
I5032,dx,3,22,0.017391304347826087,0.03058103975535168,0.5610619469026549,0.7596466016577681,0.43378514655912603,1.0,Chronic Diastolic (Congestive) Heart Failure,diagnosis
71045,px,12,99,0.1391304347826087,0.12691131498470948,1.111841304612389,0.7624889138547413,0.6938126712048285,1.0,X-Ray Exam Chest 1 View,imaging
